"fullvisitorid","date","units_sold","unit_price","revenue"
"7215304408310414169","2017-05-01",1,"33.59","39.59"
"9550705733723196313","2017-05-04",1,"33.59","39.59"
"942937642907387316","2017-05-04",1,"33.59","39.59"
"8025955470222388064","2017-05-03",1,"33.59","39.59"
"6546372456580324872","2017-05-11",1,"33.59","39.59"
"8734326510553351606","2017-05-03",1,"33.59","39.59"
"3182530876752588535","2017-05-02",1,"33.59","39.59"
"7522971304903482159","2017-05-04",1,"33.59","39.59"
"3600578174003704209","2017-05-19",1,"39.19","39.54"
"8701281236355290143","2017-07-18",1,"39.19","39.52"
"833748067842287819","2017-05-01",50,"0.79","39.50"
"9576072835237076509","2017-06-19",50,"0.79","39.50"
"6400107535683856462","2017-06-03",1,"37.99","39.49"
"7141139312225559597","2017-05-09",1,"39.19","39.44"
"2689556653800639103","2017-06-27",1,"39.19","39.44"
"806241646674244107","2017-05-30",1,"39.19","39.44"
"4105754576329014219","2017-07-05",1,"39.19","39.44"
"8482358096465271237","2017-05-16",1,"38.39","39.39"
"2986044800448176384","2017-05-13",1,"36.39","39.39"
"230415850493745117","2017-06-27",1,"36.39","39.39"
"5097087346105463693","2017-06-06",1,"38.39","39.39"
"0225374027452882593","2017-06-03",2,"15.19","39.38"
"5423437990262090686","2017-06-02",1,"39.19","39.37"
"3431617398530846078","2017-05-21",1,"31.35","39.35"
"5601331232035413778","2017-06-27",2,"18.99","39.31"
"7548511681521037018","2017-05-24",2,"18.99","39.31"
"1383687428379664179","2017-07-13",1,"37.49","39.24"
"2789980023639897407","2017-07-12",1,"37.20","39.20"
"5425150721334881086","2017-07-20",1,"39.19","39.19"
"7517520451144282433","2017-07-19",1,"39.19","39.19"
"9280399749901279548","2017-07-18",1,"39.19","39.19"
"2375970760072423782","2017-07-17",1,"39.19","39.19"
"6026763398386298705","2017-05-30",1,"39.19","39.19"
"6962636819846165767","2017-07-28",1,"39.19","39.19"
"713731982901764318","2017-06-01",1,"39.19","39.19"
"7141139312225559597","2017-05-09",1,"39.19","39.19"
"8151988731272450660","2017-07-07",1,"39.19","39.19"
"1364943586489032731","2017-05-23",1,"39.19","39.19"
"6285049606450722008","2017-05-18",1,"39.19","39.19"
"1045033759778661078","2017-05-24",1,"39.19","39.19"
"8160051185492681700","2017-05-04",1,"39.19","39.19"
"0528267434202914228","2017-07-24",1,"39.19","39.19"
"8701281236355290143","2017-07-18",1,"39.19","39.19"
"4649753996022733454","2017-06-16",1,"39.19","39.19"
"8424398315190358052","2017-07-12",1,"39.19","39.19"
"806241646674244107","2017-05-30",1,"39.19","39.19"
"4105754576329014219","2017-07-05",1,"39.19","39.19"
"8839943797517822056","2017-05-20",1,"39.19","39.19"
"159067035966981198","2017-07-24",1,"39.19","39.19"
"1468765833487358103","2017-05-10",1,"39.19","39.19"
"0096230130749725300","2017-07-07",1,"39.19","39.19"
"891300173832020700","2017-07-28",1,"39.19","39.19"
"9927233301945651860","2017-07-24",1,"39.19","39.19"
"8678350712028502732","2017-05-22",1,"39.19","39.19"
"8151988731272450660","2017-06-05",1,"39.19","39.19"
"3524455307595402736","2017-05-21",1,"39.19","39.19"
"1596130640841261716","2017-07-04",1,"39.19","39.19"
"9067286853388783670","2017-05-04",1,"39.19","39.19"
"387146751722649019","2017-07-17",1,"39.19","39.19"
"6452810236942718456","2017-05-07",1,"39.19","39.19"
"9701069095310895981","2017-05-01",1,"37.99","39.19"
"1719049599000824360","2017-05-31",1,"39.19","39.19"
"1369113278785656297","2017-07-22",1,"39.19","39.19"
"0903534919008954137","2017-07-13",1,"39.19","39.19"
"829421675857623271","2017-07-25",1,"39.19","39.19"
"8251034298395725442","2017-05-02",1,"39.19","39.19"
"5139057156576340613","2017-07-29",1,"39.19","39.19"
"7141139312225559597","2017-05-11",1,"39.19","39.19"
"2689556653800639103","2017-06-27",1,"39.19","39.19"
"7565898836572144170","2017-07-16",1,"39.19","39.19"
"753068173118806777","2017-05-08",1,"39.19","39.19"
"0225991706421654357","2017-06-29",1,"39.19","39.19"
"012272414340843414","2017-06-14",1,"39.19","39.19"
"906034301392090776","2017-07-26",1,"39.19","39.19"
"2070388002816189592","2017-07-14",1,"39.19","39.19"
"8229626512664616626","2017-05-22",1,"39.19","39.19"
"6972282981164630239","2017-05-09",1,"39.19","39.19"
"1193376245361270600","2017-05-21",1,"39.19","39.19"
"3745674949597346396","2017-07-18",1,"39.19","39.19"
"8471547061602095378","2017-07-15",1,"39.19","39.19"
"2215153247648395871","2017-05-20",1,"39.19","39.19"
"0592001662162960808","2017-07-19",1,"39.19","39.19"
"6881445110889448504","2017-06-26",1,"39.19","39.19"
"4706335649311946867","2017-05-07",1,"39.19","39.19"
"1045299417224042071","2017-07-20",1,"39.19","39.19"
"6659828770354414276","2017-07-19",1,"39.19","39.19"
"2707587072090613720","2017-07-26",1,"39.19","39.19"
"5268890516405019899","2017-07-31",1,"39.19","39.19"
"9231063157825609245","2017-07-31",1,"39.19","39.19"
"3600578174003704209","2017-05-19",1,"39.19","39.19"
"3746801913674135700","2017-07-30",1,"39.19","39.19"
"3287424336851494398","2017-05-01",1,"39.19","39.19"
"4302564863181995097","2017-07-18",1,"39.19","39.19"
"9466996974964173739","2017-07-18",1,"39.19","39.19"
"9205462508987662369","2017-07-24",1,"39.19","39.19"
"5423437990262090686","2017-06-02",1,"39.19","39.19"
"8756752576173210665","2017-06-25",1,"39.19","39.19"
"3820812913003047304","2017-05-09",1,"39.19","39.19"
"327959190293216305","2017-07-08",1,"39.19","39.19"
"0951206067627073087","2017-07-25",1,"39.19","39.19"
"7359891525652216351","2017-06-10",1,"39.19","39.19"
"6308076919678905203","2017-07-24",1,"39.19","39.19"
"701145097721672289","2017-07-30",1,"39.19","39.19"
"7088475927279292275","2017-07-22",1,"39.19","39.19"
"4870446602503878077","2017-07-13",1,"39.19","39.19"
"1337744272385974839","2017-06-20",1,"39.19","39.19"
"6972282981164630239","2017-05-12",1,"39.19","39.19"
"9891299139613808598","2017-07-18",1,"39.19","39.19"
"6941475665652632861","2017-05-01",1,"39.19","39.19"
"7687739688073310038","2017-05-16",1,"39.19","39.19"
"542512777611037459","2017-07-15",1,"39.19","39.19"
"1101075768242051762","2017-05-07",1,"39.19","39.19"
"9344315745283537381","2017-07-02",1,"39.19","39.19"
"4276620802282875511","2017-07-29",1,"39.19","39.19"
"8652257213131315139","2017-05-13",1,"39.19","39.19"
"081556422471965129","2017-05-23",24,"1.59","39.16"
"4921164705403021310","2017-06-15",2,"18.99","39.15"
"0454544102595275373","2017-07-21",6,"6.15","39.15"
"0314528826654841027","2017-05-17",1,"38.39","39.14"
"627911872499384695","2017-06-19",7,"5.59","39.13"
"0281952976428623195","2017-05-18",2,"18.39","39.03"
"9953956744551076841","2017-06-07",4,"9.59","39.03"
"9400771667185767785","2017-07-16",1,"32.00","39.00"
"9104901150360487546","2017-07-14",1,"37.20","39.00"
"6467955684042708036","2017-05-10",1,"31.99","38.99"
"5402571042001627330","2017-05-24",3,"12.99","38.97"
"1238762395940648502","2017-07-24",3,"12.99","38.97"
"1015962038528351851","2017-07-15",3,"12.99","38.97"
"4840613585815011084","2017-07-07",3,"12.99","38.97"
"6643117125301876072","2017-07-21",3,"12.99","38.97"
"4520185947201930710","2017-08-01",3,"12.99","38.97"
"2906981913187786084","2017-07-20",3,"12.99","38.97"
"1509294243509938140","2017-07-14",3,"12.99","38.97"
"6948013498241079686","2017-07-29",3,"12.99","38.97"
"3000828304016236255","2017-06-28",3,"12.99","38.97"
"120180110453080218","2017-07-28",1,"37.99","38.88"
"9432675956776487455","2017-07-05",2,"18.99","38.88"
"3607433621534632946","2017-05-12",2,"18.99","38.87"
"0639095902615054058","2017-06-06",13,"2.99","38.87"
"9945124056723733647","2017-07-20",5,"7.60","38.80"
"5826166060122171191","2017-05-29",4,"9.51","38.79"
"2275632617171622582","2017-05-16",2,"19.19","38.76"
"4919130510250676831","2017-06-21",2,"18.99","38.73"
"9067286853388783670","2017-05-04",1,"36.39","38.72"
"7311242886083854158","2017-05-08",11,"3.50","38.67"
"0069486905584188344","2017-07-01",2,"18.99","38.65"
"2891145967434838324","2017-07-26",2,"19.19","38.60"
"8013293722895490429","2017-05-01",1,"33.59","38.59"
"2179583548664374175","2017-05-03",1,"33.59","38.59"
"16474246784013973","2017-06-22",1,"33.59","38.59"
"766993275138882460","2017-05-14",1,"33.59","38.59"
"8053647597306727204","2017-05-02",1,"33.59","38.59"
"9595877689889623969","2017-05-08",1,"33.59","38.59"
"8200024559872067967","2017-05-04",1,"33.59","38.59"
"7545946848283492417","2017-05-12",1,"33.59","38.59"
"2252031469260108936","2017-05-12",1,"33.59","38.59"
"4138727297471841879","2017-05-03",1,"33.59","38.59"
"4791529217881450748","2017-05-08",2,"18.99","38.58"
"7463172420271311409","2017-05-30",2,"18.99","38.56"
"0033549586829168603","2017-08-01",10,"3.35","38.50"
"3336432198726922784","2017-07-06",1,"38.49","38.49"
"0385691501459785175","2017-08-01",1,"37.49","38.49"
"3484880956827428567","2017-06-06",1,"38.49","38.49"
"0415088391126514183","2017-06-07",1,"38.49","38.49"
"5675830566219535598","2017-06-19",1,"38.49","38.49"
"5150981244241887827","2017-05-25",1,"38.49","38.49"
"566103409279277761","2017-06-01",1,"38.49","38.49"
"1258025464074687360","2017-06-08",1,"38.49","38.49"
"5526081337741071528","2017-06-29",1,"38.49","38.49"
"0973548621648537135","2017-06-18",1,"38.49","38.49"
"5314118005200949115","2017-06-20",1,"38.49","38.49"
"682990746481575574","2017-06-19",1,"38.49","38.49"
"2757924321423879256","2017-06-29",1,"38.49","38.49"
"8737836949525079223","2017-05-16",2,"18.99","38.48"
"3134382601028874394","2017-07-13",2,"18.99","38.48"
"8194948038979976753","2017-07-11",12,"3.19","38.48"
"0126511061239826414","2017-06-28",2,"18.99","38.45"
"8826538902252293768","2017-07-28",2,"19.20","38.40"
"0587180820604648941","2017-07-20",2,"19.20","38.40"
"8482358096465271237","2017-05-16",1,"38.39","38.39"
"543928786729279803","2017-06-08",1,"38.39","38.39"
"5260253601763943122","2017-05-16",1,"38.39","38.39"
"2689556653800639103","2017-06-19",1,"36.39","38.39"
"7834245291980769625","2017-06-01",1,"30.39","38.39"
"7486685229070363442","2017-06-12",1,"38.39","38.39"
"6616892388883131353","2017-06-17",1,"30.39","38.39"
"5191999169075335152","2017-05-02",1,"38.39","38.39"
"928398408398925152","2017-06-13",1,"38.39","38.39"
"5097087346105463693","2017-06-06",1,"38.39","38.39"
"0314528826654841027","2017-05-17",1,"38.39","38.39"
"6768316228601904493","2017-05-02",1,"30.39","38.39"
"9562925278119180851","2017-05-12",1,"38.39","38.39"
"2076192265519506842","2017-05-02",1,"38.39","38.39"
"0640433429877929929","2017-05-19",1,"38.39","38.39"
"2402770919007069297","2017-05-19",1,"38.39","38.39"
"2275632617171622582","2017-05-16",2,"19.19","38.38"
"2848877372315640878","2017-05-02",2,"19.19","38.38"
"8846681432728347342","2017-06-21",2,"19.19","38.38"
"1561221900766291424","2017-05-11",2,"19.19","38.38"
"0784117197518772287","2017-07-07",2,"19.19","38.38"
"980432803323288584","2017-06-12",2,"18.99","38.38"
"4708133624098231997","2017-06-20",2,"19.19","38.38"
"3611153097180760369","2017-06-29",2,"19.19","38.38"
"7655788931507083963","2017-07-25",2,"19.19","38.38"
"3271852752126100169","2017-07-17",3,"12.79","38.37"
"9505484401754648749","2017-07-07",3,"12.79","38.37"
"5960127137243713650","2017-07-06",2,"19.18","38.36"
"9071121563902922360","2017-06-08",2,"19.18","38.36"
"0016105699302336468","2017-05-04",2,"18.99","38.36"
"968720399350270760","2017-07-09",2,"19.18","38.36"
"9953956744551076841","2017-06-07",4,"9.59","38.36"
"3107249365318605364","2017-07-02",2,"19.18","38.36"
"7103110735556041594","2017-05-12",15,"2.39","38.35"
"2278010146232311473","2017-06-08",4,"9.56","38.24"
"8202388090302209552","2017-06-28",4,"9.56","38.24"
"7361963700684002436","2017-06-25",4,"9.56","38.24"
"6144646419671940874","2017-07-27",4,"9.56","38.24"
"8029897849830357528","2017-07-20",4,"9.56","38.24"
"2275632617171622582","2017-05-16",4,"9.56","38.24"
"7821092315376592214","2017-07-25",4,"9.56","38.24"
"4178948793864037103","2017-07-10",4,"9.56","38.24"
"9276023667336827655","2017-05-10",4,"9.56","38.24"
"1403803719377633700","2017-07-18",4,"9.56","38.24"
"7821092315376592214","2017-07-24",4,"9.56","38.24"
"3327650009925738462","2017-06-19",4,"9.56","38.24"
"4814978846738375606","2017-07-26",4,"9.56","38.24"
"8466555030941163716","2017-05-25",4,"9.56","38.24"
"9541996968314639199","2017-07-13",1,"37.20","38.20"
"710224483954829635","2017-07-12",1,"37.20","38.20"
"7933171750259720017","2017-07-03",1,"37.99","38.13"
"2691780862090038185","2017-05-01",1,"33.59","38.09"
"1408568077869595615","2017-05-08",1,"33.59","38.09"
"547013638763660090","2017-05-10",1,"33.59","38.09"
"4031993507382416569","2017-05-01",1,"33.59","38.09"
"158490408567482105","2017-05-10",2,"19.02","38.04"
"8543669993906511768","2017-06-03",2,"19.02","38.04"
"7449855264846001419","2017-06-20",2,"19.02","38.04"
"2495704533414117222","2017-05-30",2,"19.02","38.04"
"689318192161645703","2017-06-21",2,"19.02","38.04"
"2507708267031281102","2017-05-21",2,"19.02","38.04"
"8100128039365232857","2017-07-16",2,"19.02","38.04"
"357636120727052842","2017-05-05",2,"19.02","38.04"
"6347736525399420278","2017-05-28",2,"19.02","38.04"
"3188526074838919259","2017-05-05",2,"19.02","38.04"
"4371319639324019730","2017-05-30",1,"37.99","37.99"
"7349428155855636283","2017-07-10",1,"37.99","37.99"
"8208797176588625379","2017-07-13",1,"37.99","37.99"
"6190196977487218557","2017-05-30",1,"37.99","37.99"
"9701069095310895981","2017-05-01",1,"37.99","37.99"
"465397546668226126","2017-06-14",1,"37.99","37.99"
"1997374553736822972","2017-05-12",1,"37.99","37.99"
"5817530808425973096","2017-06-24",1,"37.99","37.99"
"6046282540645696868","2017-05-24",1,"37.99","37.99"
"0270576154521001348","2017-05-03",1,"37.99","37.99"
"7054908618767753222","2017-05-13",1,"37.99","37.99"
"1295206490988113981","2017-05-13",1,"37.99","37.99"
"586465767860050201","2017-07-15",1,"37.99","37.99"
"0167273904140117337","2017-06-04",1,"37.99","37.99"
"32877557417578794","2017-06-06",1,"37.99","37.99"
"7933171750259720017","2017-07-03",1,"37.99","37.99"
"704134988553672283","2017-05-11",1,"37.99","37.99"
"6704302181752646951","2017-06-13",1,"37.99","37.99"
"120180110453080218","2017-07-28",1,"37.99","37.99"
"0323192978053718888","2017-05-17",1,"37.99","37.99"
"2306608513693363393","2017-07-15",1,"37.99","37.99"
"6731779173226959826","2017-06-16",1,"37.99","37.99"
"76221604191965175","2017-07-20",1,"37.99","37.99"
"6400107535683856462","2017-06-03",1,"37.99","37.99"
"2573691084209115534","2017-06-18",1,"37.99","37.99"
"6394336636303273176","2017-06-27",1,"37.99","37.99"
"7933171750259720017","2017-06-28",1,"37.99","37.99"
"3079056530734118910","2017-07-10",1,"37.99","37.99"
"6215579195601546611","2017-07-12",1,"37.99","37.99"
"953208427371972403","2017-05-14",1,"37.99","37.99"
"3541206075819346418","2017-06-12",1,"37.99","37.99"
"463615558236200534","2017-05-06",1,"37.99","37.99"
"2752753860337149800","2017-06-12",1,"37.99","37.99"
"7687739688073310038","2017-05-16",1,"37.99","37.99"
"2287406421504796570","2017-06-13",1,"37.99","37.99"
"1700575992685892488","2017-05-09",1,"37.99","37.99"
"2539723678842817509","2017-05-08",1,"37.99","37.99"
"4861088074885135058","2017-05-28",1,"37.99","37.99"
"118139814032445850","2017-06-09",1,"37.99","37.99"
"1392300334983707070","2017-07-15",1,"37.99","37.99"
"4619500155076123195","2017-05-26",1,"37.99","37.99"
"465397546668226126","2017-06-12",1,"37.99","37.99"
"98133551515031239","2017-05-09",1,"37.99","37.99"
"9792836485846811388","2017-05-24",1,"37.99","37.99"
"9880178216808265556","2017-05-30",1,"37.99","37.99"
"9429712068285188439","2017-06-23",1,"37.99","37.99"
"6039530621869708966","2017-05-18",1,"37.99","37.99"
"4421006554483949717","2017-07-09",1,"37.99","37.99"
"1219598050538082034","2017-07-26",1,"37.99","37.99"
"6408479113797818878","2017-05-20",1,"37.99","37.99"
"5879756100255662367","2017-06-03",1,"37.99","37.99"
"8779671439914090187","2017-07-29",1,"37.99","37.99"
"2117807866908422777","2017-07-14",1,"37.99","37.99"
"9524665728498622443","2017-05-09",1,"37.99","37.99"
"455718321769006834","2017-05-24",1,"34.99","37.99"
"7324775467899425796","2017-06-18",1,"37.99","37.99"
"2577400805525289502","2017-06-05",1,"37.99","37.99"
"0429397410549370841","2017-05-24",1,"37.99","37.99"
"7054908618767753222","2017-05-12",1,"37.99","37.99"
"1353159740303649867","2017-07-10",1,"37.99","37.99"
"6731779173226959826","2017-06-15",1,"37.99","37.99"
"1751946970420206450","2017-05-26",1,"37.99","37.99"
"4619500155076123195","2017-05-23",1,"37.99","37.99"
"5302988198393345219","2017-05-10",1,"37.99","37.99"
"6505856616821256035","2017-05-17",1,"37.99","37.99"
"8996591232785254244","2017-07-15",1,"37.99","37.99"
"6408479113797818878","2017-05-21",1,"37.99","37.99"
"0251784588169018715","2017-05-05",1,"37.99","37.99"
"3792195224056845431","2017-06-02",1,"37.99","37.99"
"8039691484832064792","2017-05-09",1,"37.99","37.99"
"3468937320640793120","2017-06-22",1,"37.99","37.99"
"141718569751940696","2017-06-02",1,"37.99","37.99"
"4974798701551492065","2017-05-12",1,"37.99","37.99"
"4690605396062797642","2017-06-26",1,"37.99","37.99"
"5569275433551045400","2017-07-02",1,"37.99","37.99"
"3950872382770864246","2017-06-21",1,"37.99","37.99"
"7054908618767753222","2017-05-19",1,"37.99","37.99"
"4664818369073441481","2017-06-06",1,"37.99","37.99"
"8708542801178892943","2017-05-06",1,"37.99","37.99"
"9088639639406694880","2017-07-05",1,"37.99","37.99"
"6423166126312649265","2017-07-14",1,"37.99","37.99"
"7834245291980769625","2017-06-01",1,"37.99","37.99"
"0325963227804731602","2017-07-11",1,"37.99","37.99"
"2650737739910837850","2017-05-13",1,"37.99","37.99"
"3079056530734118910","2017-07-08",1,"37.99","37.99"
"4629734834754756755","2017-05-11",1,"37.99","37.99"
"7048141949985431678","2017-06-23",1,"37.99","37.99"
"6993336391007299094","2017-05-19",1,"37.99","37.99"
"370234223902755128","2017-06-05",1,"37.99","37.99"
"1579766370128270751","2017-07-09",1,"37.99","37.99"
"7032936977148926095","2017-07-06",1,"37.99","37.99"
"4585806125204157187","2017-07-28",2,"18.99","37.98"
"6891348897120224641","2017-07-28",2,"18.99","37.98"
"566055411938639598","2017-05-30",2,"18.99","37.98"
"0774513448429124063","2017-06-28",2,"18.99","37.98"
"934912509102719437","2017-07-17",2,"18.99","37.98"
"4512969350538932302","2017-05-03",2,"18.99","37.98"
"452516279525144095","2017-07-19",2,"18.99","37.98"
"2679278628164349068","2017-07-26",2,"18.99","37.98"
"7690096190652454078","2017-07-15",2,"18.99","37.98"
"0434856058853106914","2017-05-07",2,"18.99","37.98"
"4645506918534170677","2017-07-15",2,"18.99","37.98"
"337565799541099341","2017-07-03",2,"18.99","37.98"
"0126511061239826414","2017-06-28",2,"18.99","37.98"
"506205534802022145","2017-06-20",2,"18.99","37.98"
"6969048797540283146","2017-07-24",2,"18.99","37.98"
"4919130510250676831","2017-06-21",2,"18.99","37.98"
"3607433621534632946","2017-05-12",2,"18.99","37.98"
"463615558236200534","2017-05-06",2,"18.99","37.98"
"3052828106337222847","2017-07-13",2,"18.99","37.98"
"365587961504342838","2017-06-20",2,"18.99","37.98"
"7129176652694124947","2017-06-22",2,"18.99","37.98"
"0058759741609280830","2017-07-14",2,"18.99","37.98"
"236585451716514130","2017-05-06",2,"18.99","37.98"
"1908268505274964946","2017-06-26",2,"18.99","37.98"
"8953846772945325755","2017-06-05",2,"18.99","37.98"
"8057601146869561302","2017-05-24",2,"18.99","37.98"
"7420300501523012460","2017-07-16",2,"18.99","37.98"
"3536478042265023472","2017-07-13",2,"18.99","37.98"
"5197232357780364917","2017-07-11",2,"18.99","37.98"
"7463172420271311409","2017-05-30",2,"18.99","37.98"
"4255443934148318784","2017-07-06",2,"18.99","37.98"
"5320172099811178146","2017-07-31",2,"18.99","37.98"
"8748133731783265720","2017-07-31",2,"18.99","37.98"
"2749511915505562388","2017-05-15",2,"18.99","37.98"
"235594707904808624","2017-05-07",2,"18.99","37.98"
"8189377542659462693","2017-07-17",2,"18.99","37.98"
"822878997181179051","2017-08-01",2,"18.99","37.98"
"5550933817314579806","2017-05-20",2,"18.99","37.98"
"9405952787823053119","2017-06-07",2,"18.99","37.98"
"4382710169252447985","2017-06-25",2,"18.99","37.98"
"8266090326095498010","2017-07-10",2,"18.99","37.98"
"9487955622939545719","2017-07-31",2,"18.99","37.98"
"1292106186822118847","2017-05-06",2,"18.99","37.98"
"4561354580218974903","2017-07-14",2,"18.99","37.98"
"1916023905118162049","2017-05-17",2,"18.99","37.98"
"5154824252481532665","2017-06-17",2,"18.99","37.98"
"6204463650092781278","2017-06-23",2,"18.99","37.98"
"1327488227980815621","2017-05-23",2,"18.99","37.98"
"8191750845940220816","2017-07-19",2,"18.99","37.98"
"582006739020488614","2017-05-07",2,"18.99","37.98"
"5794047728733447003","2017-07-16",2,"18.99","37.98"
"0225374027452882593","2017-06-03",2,"18.99","37.98"
"7763040392280812015","2017-05-08",2,"18.99","37.98"
"4518084412353571470","2017-06-22",2,"18.99","37.98"
"6177147079708028012","2017-05-14",2,"18.99","37.98"
"3742332932978201442","2017-05-30",2,"18.99","37.98"
"3100266065030426439","2017-05-12",2,"18.99","37.98"
"3641847080616677863","2017-06-19",2,"18.99","37.98"
"659736568334808305","2017-06-21",2,"18.99","37.98"
"7232426338948013783","2017-05-23",2,"18.99","37.98"
"264101110821883304","2017-07-17",2,"18.99","37.98"
"0027253811764166045","2017-07-18",2,"18.99","37.98"
"7570488793141308427","2017-07-07",2,"18.99","37.98"
"3882155860208938967","2017-05-17",2,"18.99","37.98"
"0964700644388701218","2017-07-12",2,"18.99","37.98"
"9895092490464901930","2017-07-25",2,"18.99","37.98"
"305089943654832765","2017-06-15",2,"18.99","37.98"
"3048085315005350424","2017-07-18",2,"18.99","37.98"
"7097852142626959540","2017-07-17",2,"18.99","37.98"
"1758162514836920192","2017-07-25",2,"18.99","37.98"
"7089259417929738742","2017-05-04",2,"18.99","37.98"
"7723196446453127031","2017-06-29",2,"18.99","37.98"
"2977200984690080719","2017-05-27",2,"18.99","37.98"
"8946235742138524977","2017-07-25",2,"18.99","37.98"
"9095011368538354027","2017-07-17",2,"18.99","37.98"
"013706859187143324","2017-07-25",2,"18.99","37.98"
"8634655610738170452","2017-07-14",2,"18.99","37.98"
"1560202730458370095","2017-07-19",2,"18.99","37.98"
"9463806441056350498","2017-06-07",2,"18.99","37.98"
"0456807427403774085","2017-07-12",2,"18.99","37.98"
"3703449990586423719","2017-07-19",2,"18.99","37.98"
"1860094959713788549","2017-07-10",2,"18.99","37.98"
"1478436176231105747","2017-07-28",2,"18.99","37.98"
"612065866244533146","2017-06-22",2,"18.99","37.98"
"3327893507128835307","2017-07-26",2,"18.99","37.98"
"1892047745652522767","2017-05-15",2,"18.99","37.98"
"9587345416456855406","2017-07-15",2,"18.99","37.98"
"0736598478413133296","2017-07-04",2,"18.99","37.98"
"4600330634702073585","2017-07-26",2,"18.99","37.98"
"1946852355797502390","2017-07-23",2,"18.99","37.98"
"0997965235366145384","2017-06-05",2,"18.99","37.98"
"7687739688073310038","2017-05-16",2,"18.99","37.98"
"6617206445677309378","2017-07-29",2,"18.99","37.98"
"7054908618767753222","2017-05-12",2,"18.99","37.98"
"5087967595291366697","2017-07-13",2,"18.98","37.96"
"9681060687378784629","2017-07-21",2,"18.98","37.96"
"4589746478834344158","2017-07-15",2,"18.98","37.96"
"2332401785671308767","2017-07-21",2,"18.98","37.96"
"9975693291730594694","2017-07-22",1,"37.49","37.89"
"0639095902615054058","2017-06-06",12,"2.99","37.88"
"8838657285552913253","2017-07-08",1,"36.39","37.79"
"6519956464835521233","2017-07-27",1,"37.20","37.77"
"2332401785671308767","2017-07-21",3,"12.57","37.71"
"618446519724501732","2017-07-22",1,"37.49","37.67"
"0654377071872368830","2017-06-09",1,"36.39","37.64"
"2788940903306247939","2017-07-17",1,"37.20","37.63"
"8444517007698550437","2017-05-04",1,"33.59","37.59"
"9740050408987139130","2017-05-01",1,"33.59","37.59"
"2231593693192690956","2017-05-01",1,"33.59","37.59"
"4661056240589055665","2017-05-03",1,"33.59","37.59"
"0090053188432158994","2017-05-01",1,"33.59","37.59"
"5073907165451584628","2017-05-09",1,"33.59","37.59"
"4749249531312034536","2017-05-02",1,"33.59","37.59"
"0007933257389091624","2017-05-01",1,"33.59","37.59"
"0693664182055359688","2017-05-02",1,"33.59","37.59"
"8532593488057645523","2017-05-02",1,"33.59","37.59"
"806992249032686650","2017-07-14",1,"37.20","37.58"
"6423338283851490251","2017-07-17",1,"37.20","37.53"
"8746912919800703568","2017-06-09",2,"17.59","37.51"
"6986536761307654836","2017-05-31",5,"7.50","37.50"
"703851965143161667","2017-05-21",5,"7.50","37.50"
"7517127376480945019","2017-05-23",25,"1.50","37.50"
"2107725477707270184","2017-05-31",25,"1.50","37.50"
"9681060687378784629","2017-07-21",5,"7.50","37.50"
"1425879046045306508","2017-05-27",5,"7.50","37.50"
"5072566969476775077","2017-05-24",5,"7.50","37.50"
"8197879643797712877","2017-07-01",5,"7.50","37.50"
"8197879643797712877","2017-05-11",5,"7.50","37.50"
"3035924074794327291","2017-05-03",5,"7.50","37.50"
"0883480197021534726","2017-06-07",5,"7.50","37.50"
"6773197737992467786","2017-05-24",5,"7.50","37.50"
"9924982455670106780","2017-07-23",5,"7.50","37.50"
"5303631326340222612","2017-05-01",5,"7.50","37.50"
"9681060687378784629","2017-07-17",5,"7.50","37.50"
"0188987909628220263","2017-07-21",25,"1.50","37.50"
"9858013408963164774","2017-07-11",30,"1.20","37.50"
"6879124609345629306","2017-07-30",15,"2.50","37.50"
"2187080097634011996","2017-07-21",15,"2.50","37.50"
"844607763689454773","2017-06-07",5,"7.50","37.50"
"4712475837504946789","2017-06-17",5,"7.50","37.50"
"0209122981187402155","2017-07-18",5,"7.50","37.50"
"1817732784255853112","2017-06-14",5,"7.50","37.50"
"618446519724501732","2017-07-22",1,"37.49","37.49"
"4196528828038674450","2017-07-25",1,"37.49","37.49"
"4526530336378209953","2017-07-17",1,"37.49","37.49"
"3121391428402721372","2017-06-27",18,"1.99","37.49"
"7308330363798605080","2017-07-13",1,"37.49","37.49"
"1383687428379664179","2017-07-13",1,"37.49","37.49"
"3486874530891960714","2017-07-24",1,"37.49","37.49"
"9975693291730594694","2017-07-22",1,"37.49","37.49"
"4059222571463586439","2017-07-20",1,"37.49","37.49"
"0385691501459785175","2017-08-01",1,"37.49","37.49"
"950852611972325698","2017-07-13",1,"37.49","37.49"
"6824018129168937782","2017-05-12",5,"7.19","37.45"
"3189618204089250537","2017-06-06",3,"12.31","37.43"
"3287424336851494398","2017-05-01",1,"36.39","37.39"
"713731982901764318","2017-06-01",1,"36.39","37.39"
"4619500155076123195","2017-05-26",1,"30.39","37.39"
"8977039158734679466","2017-07-11",1,"36.39","37.39"
"327959190293216305","2017-07-08",1,"36.39","37.39"
"1476938238176225678","2017-07-11",2,"15.19","37.38"
"0554420125524525961","2017-06-11",1,"31.35","37.35"
"1403803719377633700","2017-07-18",9,"3.99","37.24"
"368133363767522278","2017-07-13",4,"9.20","37.24"
"4140559214164857738","2017-07-07",6,"5.99","37.23"
"9104901150360487546","2017-07-14",1,"37.20","37.20"
